Marca temporal,1. Sexo,2. Edad,Edad2,3. Ocupaci�n,Ocupacion Reca,4.1 El funcionamiento mec�nico de las bicicletas (Confiabilidad de los frenos, maniobrabilidad, seguridad, espejos, luces),4.2 El estado de las bicicletas (Limpieza, estado de las ruedas, frenos y asientos),4.3 La comodidad de las bicicletas,5. �Considera que el mantenimiento que reciben las bicicletas es suficiente?,6. �C�mo eval�a el funcionamiento general de las estaciones?,7. �C�mo eval�a la informaci�n general del SBP?,8.1 De bicicletas al momento de su uso,8.2 De lugar al momento de devolver la bicicleta,9. �Considera que los 30 minutos de uso de la bicicleta son suficientes?,1. Escuchar el ruido mec�nico,2. Chequear el historial de viajes mediante la aplicaci�n (APP),3. Pasar la TSC con el lector del totem,Ninguna de las 3,11. �Qu� factores lo motivan a usar el Sistema de Bicicletas P�blicas MI BICI TU BICI?,Otro,12. �Usted cree que utilizar� el Sistema de Bicicletas P�blicas cuando se implemente el pago del uso del mismo?,13. �Qu� modo de transporte utilizaba para realizar los viajes que hace actualmente en bicicleta?,Otro,14. En una escala de 0 a 10 �C�mo valora el grado de utilidad que tiene para usted este servicio?,15. En una escala de 0 a 10 �C�mo eval�a la satisfacci�n general del servicio?,,,,,,
3/10/2016 11:18:02,1. Femenino,24,24,Investigadora, Estudiante,,Muy Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,8,,,,,,
3/10/2016 11:20:21,2. Masculino,23,23,Estudiante y labutante,,Bueno,Regular,Bueno,2. No,Muy Malo,Regular,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,8,5,,,,,,,
3/10/2016 11:24:19,1. Femenino,25,25,lic en relaciones laborales,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Regular,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,7,8,,,,,,,,,,
3/10/2016 11:28:18,2. Masculino,37,37,Dise�ador industrial,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,7,7,,,,,,,,,,
3/10/2016 11:29:42,1. Femenino,32,32,Empleada,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo,,8,8,,,,,,,,,,,
3/10/2016 11:30:45,2. Masculino,54,54,Comerciante,,Muy Bueno,Muy Bueno,Bueno,2. No,Muy Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,3. Salud, 6. Otro,Me gusta,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis,,7,8,,,,,,,,,
3/10/2016 11:30:53,2. Masculino,25,25,Estudiante Universitario de Ing. Civil en la FCEIA,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante, 5. Moto / Ciclomotor, 6. A pie,,8,8,,,,,
3/10/2016 11:32:02,2. Masculino,25,25,Excelente sistema, ya no hay que esperar 40 minutos al colectivo y por el momento las bicis est�n en condiciones dignas. Espero siga todo as� y no como el sistema de colectivos urbanos donde la frecuencia la deciden ellos y a la noche no encontr�s uno ni por suerte! ,,Muy Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,
3/10/2016 11:32:05,1. Femenino,31,31,Peluquera ,,Bueno,Regular,Regular,2. No,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,,,,
3/10/2016 11:32:07,1. Femenino,48,48,Ama de casa,,Bueno,Regular,Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,7,,,,,,,,
3/10/2016 11:40:05,2. Masculino,26,26,Empleado,,Regular,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,5,,,,,,,,,
3/10/2016 11:44:48,2. Masculino,33,33,Contador publico,,Muy Bueno,Bueno,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 6. A pie, 8. Otro,Mi bici particular,10,7,,,,,,
3/10/2016 11:44:58,2. Masculino,23,23,Estudiante,,Bueno,Bueno,Regular,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,9,8,,,,,,,,,
3/10/2016 11:47:04,2. Masculino,31,31,odontologo,,Malo,Regular,Regular,2. No,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,3. Salud,,2. No,8. Otro,,3,3,,,,,,,,,,,,
3/10/2016 11:47:34,1. Femenino,52,52,EMPLEADA,,Muy Bueno,Muy Bueno,Muy Bueno,99. Ns/Nc,Bueno,Bueno,Suficiente,Insuficiente,1. S�,Si,No,No,usa alguna,3. Salud,,1. S�,1. Colectivo,,7,7,,,,,,,,,,,,
3/10/2016 11:48:11,2. Masculino,46,46,farmaceutico,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo,,9,10,,,,,,,,,,
3/10/2016 11:48:12,1. Femenino,40,40,Publicista, dise�adora gr�fica,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,7,8,,,,,,,,
3/10/2016 11:48:26,1. Femenino,25,25,desempleada,,Regular,Bueno,Regular,2. No,Bueno,Regular,Suficiente,Suficiente,2. No,No,Si,No,usa alguna,4. Protecci�n del medioambiente,,2. No,1. Colectivo,,8,6,,,,,,,,,,,,
3/10/2016 11:48:50,2. Masculino,46,46,empleado provincial,,Regular,Regular,Regular,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,1. S�,2. Auto como conductor, 4. Taxi / Remis, 5. Moto / Ciclomotor, 6. A pie,,8,8,,,,,,,
3/10/2016 11:50:20,2. Masculino,21,21,Estudiante,,Regular,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,Usaba mi propia bicicleta. Pero x cuestion de seguridad, para no dejarla en la calle utilizo las bicis p�blicas. ,8,8,,,,,,,
3/10/2016 11:50:27,2. Masculino,37,37,Jugador profesional de TEG, y otros.,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,99. Ns/Nc,Si,Si,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante, 4. Taxi / Remis, 6. A pie,,8,8,,,,,
3/10/2016 11:51:11,1. Femenino,26,26,Secretaria administrativa,,Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,4,9,,,,,,,
3/10/2016 11:51:12,1. Femenino,40,40,Docente universitaria y productora tv,,Bueno,Muy Bueno,Bueno,1. S�,Bueno,Regular,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud,,99. Ns/Nc,2. Auto como conductor,,7,7,,,,,,,,,,,
3/10/2016 11:51:19,1. Femenino,35,35,M�dica,,Bueno,Regular,Bueno,2. No,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,6,,,,,,,
3/10/2016 11:54:01,1. Femenino,29,29,arquitecta,,Bueno,Bueno,Muy Bueno,1. S�,Regular,Ns/Nc,Suficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,99. Ns/Nc,1. Colectivo, 6. A pie,,5,8,,,,,,,,,
3/10/2016 11:54:33,1. Femenino,26,26,estudiante,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,2. No,1. Colectivo, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,8,9,,,,,,,,,
3/10/2016 11:54:47,2. Masculino,38,38,Titular de Inmobiliaria,,Muy Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/10/2016 11:56:41,1. Femenino,34,34,Ayudante de farmacia,,Bueno,Bueno,Bueno,99. Ns/Nc,Muy Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,7,7,,,,,,,,
3/10/2016 11:56:55,2. Masculino,47,47,DOCENTE,,Muy Bueno,Bueno,Bueno,1. S�,Bueno,Regular,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,6. Otro,RECREATIVO,1. S�,2. Auto como conductor,,8,7,,,,,,,,,,,,
3/10/2016 12:00:36,2. Masculino,25,25,estudiante ,,Bueno,Bueno,Bueno,1. S�,Bueno,Regular,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,2. No,1. Colectivo, 6. A pie,,7,7,,,,,,,,,
3/10/2016 12:01:07,2. Masculino,23,23,Estudiante,,Regular,Bueno,Muy Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,,
3/10/2016 12:03:15,1. Femenino,35,35,,,Bueno,Muy Bueno,Bueno,1. S�,Bueno,Regular,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,,,
3/10/2016 12:08:20,1. Femenino,38,38,,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,7,8,,,,,,,,
3/10/2016 12:09:21,1. Femenino,26,26,TELEMARKETER,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,10,,,,,,
3/10/2016 12:09:24,2. Masculino,30,30,empleado de comercio,,Malo,Malo,Bueno,2. No,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero,,2. No,6. A pie,,6,5,,,,,,,,,,,,
3/10/2016 12:10:38,1. Femenino,26,26,empleado de comercio,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud,,1. S�,2. Auto como conductor,,9,10,,,,,,,,,,,
3/10/2016 12:10:47,1. Femenino,28,28,Empleada,,Bueno,Bueno,Regular,99. Ns/Nc,Muy Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo,,7,7,,,,,,,,,
3/10/2016 12:11:35,1. Femenino,21,21,estudiante,,Regular,Muy Bueno,Regular,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo,,10,7,,,,,,,,,
3/10/2016 12:12:41,2. Masculino,37,37,Docente Investigador,,Regular,Bueno,Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor,,9,7,,,,,,,,
3/10/2016 12:15:54,1. Femenino,23,23,estudiante ,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero,es gratis hasta abril,2. No,1. Colectivo, 6. A pie,,5,6,,,,,,,,,,,
3/10/2016 12:16:02,1. Femenino,28,28,Empleada administrativa,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,9,,,,,,,
3/10/2016 12:19:35,2. Masculino,27,27,Estudiante ,,Muy Bueno,Muy Bueno,Bueno,1. S�,Bueno,Bueno,Ns/Nc,Suficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero, 3. Salud, 6. Otro,Esparcimiento ,1. S�,1. Colectivo,,8,9,,,,,,,,,,
3/10/2016 12:20:59,2. Masculino,52,52,comerciante,,Bueno,Regular,Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,2. Auto como conductor,,10,6,,,,,,,,,
3/10/2016 12:22:27,1. Femenino,25,25,estudiante,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,7,,,,,,,,
3/10/2016 12:23:07,2. Masculino,38,38,que ti,,Muy Bueno,Regular,Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis,,7,6,,,,,,,,
3/10/2016 12:24:38,2. Masculino,39,39,COMERCIANTE,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,2. Auto como conductor, 4. Taxi / Remis,,10,9,,,,,,,,
3/10/2016 12:31:05,2. Masculino,32,32,administracion publica,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 6. A pie,,10,10,,,,,,,,
3/10/2016 12:31:11,2. Masculino,28,28,Empleado,,Bueno,Bueno,Regular,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 2. Auto como conductor,,8,8,,,,,,,,,,
3/10/2016 12:31:11,1. Femenino,26,26,Estudiante,,Bueno,Regular,Bueno,2. No,Regular,Muy Bueno,Suficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,7,5,,,,,,,,
3/10/2016 12:33:56,2. Masculino,74,74,jubilado,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,6. Otro,Para hacer un poco de gimnasia,2. No,8. Otro, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),Solo por un poco de deporte,4,8,,,,,,,,,,,
3/10/2016 12:35:09,2. Masculino,24,24,Estudiante,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,
3/10/2016 12:35:21,1. Femenino,32,32,contadora,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,No,No,No,Si,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo,,8,8,,,,,,,,,
3/10/2016 12:37:06,1. Femenino,35,35,empleada,,Regular,Regular,Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud,,2. No,1. Colectivo,,6,8,,,,,,,,,,,
3/10/2016 12:38:13,2. Masculino,32,32,comerciante,,Regular,Bueno,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,2. No,1. Colectivo, 4. Taxi / Remis,,8,6,,,,,,,,
3/10/2016 12:43:38,2. Masculino,72,72,jubilado,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,Si,Si,usa alguna,6. Otro,recorrer la CIUDAD,99. Ns/Nc,1. Colectivo,,10,10,,,,,,,,,,,,
3/10/2016 12:43:43,2. Masculino,61,61,Docente,,Bueno,Regular,Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,6. Otro,El gusto nom�s,1. S�,6. A pie, 8. Otro,Bicicleta particular,8,8,,,,,,,,,,,
3/10/2016 12:46:14,1. Femenino,25,25,Psic�loga,,Bueno,Muy Bueno,Regular,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,8,,,,,,,
3/10/2016 12:47:31,1. Femenino,34,34,Profesora,,Bueno,Bueno,Muy Bueno,1. S�,Regular,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,9,9,,,,,,,
3/10/2016 12:48:15,2. Masculino,38,38,comerciante,,Regular,Malo,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,8. Otro,siempre bicicleta, desde los 15 a�os que la uso,  para acotar creo que deberian tener compresor de aire en las estaciones!!! la gente las maltrata y las vandaliza, URGENTE video vigilancia en TODOS LADOS!!!,8,5,,,,,,
3/10/2016 12:48:45,1. Femenino,41,41,empleada,,Bueno,Bueno,Muy Bueno,2. No,Regular,Regular,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 8. Otro,mi propia bici,10,6,,,,,,,
3/10/2016 12:49:21,1. Femenino,36,36,CONTADORA,,Regular,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,3. Salud,PASEO Y DISTRACCI�N,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,6,6,,,,,,,,,,
3/10/2016 12:51:04,2. Masculino,47,47,Empleado,,Bueno,Muy Bueno,Muy Bueno,1. S�,Regular,Muy Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,3. Salud,,99. Ns/Nc,2. Auto como conductor,,8,9,,,,,,,,,,,,
3/10/2016 12:53:29,1. Femenino,30,30,Docente,,Muy Bueno,Bueno,Muy Bueno,2. No,Regular,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 5. Comodidad, 6. Otro,La bicicleta es mi medio de transporte,99. Ns/Nc,1. Colectivo, 6. A pie,,6,8,,,,,,,,,
3/10/2016 12:54:41,2. Masculino,32,32,Ingeniero en sistemas,,Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor,,9,9,,,,,,,,,
3/10/2016 12:58:52,2. Masculino,65,65,Bioquimico,,Regular,Regular,Regular,99. Ns/Nc,Bueno,Muy Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo,,8,7,,,,,,,,,,,
3/10/2016 13:06:06,2. Masculino,45,45,empleado,,Muy Bueno,Bueno,Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,Si,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo,,7,8,,,,,,,,,,,
3/10/2016 13:06:27,1. Femenino,25,25,Estudiante,,Bueno,Regular,Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Ns/Nc,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,8,,,,,,,,
3/10/2016 13:06:39,1. Femenino,40,40,,,Bueno,Bueno,Bueno,99. Ns/Nc,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero,,99. Ns/Nc,1. Colectivo,,5,5,,,,,,,,,,,,
3/10/2016 13:07:34,2. Masculino,46,46,Docente. ,,Muy Bueno,Muy Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 5. Comodidad, 6. Otro,Facilidad de movilidad por el centro,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis,,9,9,,,,,,,,
3/10/2016 13:08:14,2. Masculino,40,40,Empleado ,,Bueno,Bueno,Bueno,99. Ns/Nc,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,6. Otro,Por el momento solo por uso recreativo los d�as domingos ,1. S�,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,6,8,,,,,,,,,,,,
3/10/2016 13:09:29,2. Masculino,42,42,Profesional.,,Regular,Regular,Bueno,2. No,Bueno,Regular,Insuficiente,Insuficiente,2. No,No,No,Si,usa alguna,5. Comodidad,,99. Ns/Nc,2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,5,5,,,,,,,,,,
3/10/2016 13:10:04,2. Masculino,30,30,Empleado,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor, 6. A pie,,8,8,,,,,,,,
3/10/2016 13:14:46,1. Femenino,22,22,estudiante,,Muy Bueno,Muy Bueno,Muy Bueno,99. Ns/Nc,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,10,,,,,,,,,
3/10/2016 13:15:50,2. Masculino,22,22,Empleado y Estudiante,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,7,,,,,,,,,,
3/10/2016 13:16:30,2. Masculino,24,24,Empleado administrativo,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,
3/10/2016 13:16:49,2. Masculino,42,42,Informatica,,Regular,Regular,Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,8,,,,,,,,
